Parent and Person SubClassOf Father,  False.
Can GrandMother that is also something that (hasSex some OffSpring) be considered a subcategory of 'GrandMother that is also something that (hasSex some OffSpring)'?,  False.
Can Thing be considered a subcategory of 'GrandMother that is also something that (hasSex some OffSpring)'?,  False.
Can Child be considered a subcategory of 'GrandMother that is also something that (hasSex some OffSpring)'?,  False.
Can Person be considered a subcategory of 'GrandMother that is also something that (hasSex some OffSpring)'?,  False.
Can OffSpring be considered a subcategory of 'GrandMother that is also something that (hasSex some OffSpring)'?,  False.
Can Male be considered a subcategory of 'GrandMother that is also something that (hasSex some OffSpring)'?,  False.
Can Son be considered a subcategory of 'GrandMother that is also Thing that is also something that (hasSex some OffSpring)'?,  False.
Can Son be considered a subcategory of 'Child that is also GrandMother that is also something that (hasSex some OffSpring)'?,  False.
Can Son be considered a subcategory of 'GrandMother that is also Person that is also something that (hasSex some OffSpring)'?,  False.
Can Son be considered a subcategory of 'GrandMother that is also OffSpring that is also something that (hasSex some OffSpring)'?,  False.
Can Son be considered a subcategory of 'GrandMother that is also Male that is also something that (hasSex some OffSpring)'?,  False.
Can Son be considered a subcategory of 'GrandMother that is also something that (hasSex some (OffSpring that is also Thing))'?,  False.
Can Son be considered a subcategory of 'GrandMother that is also something that (hasSex some (Child that is also OffSpring))'?,  False.
Can Son be considered a subcategory of 'GrandMother that is also something that (hasSex some (OffSpring that is also Person))'?,  False.
Can Son be considered a subcategory of 'GrandMother that is also something that (hasSex some (Male that is also OffSpring))'?,  False.
Can GrandMother that is also Thing that is also something that (hasSex some OffSpring) be considered a subcategory of 'GrandMother that is also Thing that is also something that (hasSex some OffSpring)'?,  False.
Can Thing be considered a subcategory of 'GrandMother that is also Thing that is also something that (hasSex some OffSpring)'?,  False.
Can Child be considered a subcategory of 'GrandMother that is also Thing that is also something that (hasSex some OffSpring)'?,  False.
Can Person be considered a subcategory of 'GrandMother that is also Thing that is also something that (hasSex some OffSpring)'?,  False.
Can OffSpring be considered a subcategory of 'GrandMother that is also Thing that is also something that (hasSex some OffSpring)'?,  False.
Can Male be considered a subcategory of 'GrandMother that is also Thing that is also something that (hasSex some OffSpring)'?,  False.
Can Child that is also GrandMother that is also Male that is also OffSpring that is also Person that is also Son that is also Thing that is also something that (hasSex some OffSpring) be considered a subcategory of 'Child that is also GrandMother that is also Male that is also OffSpring that is also Person that is also Son that is also Thing that is also something that (hasSex some OffSpring)'?,  False.
Can Thing be considered a subcategory of 'Child that is also GrandMother that is also Male that is also OffSpring that is also Person that is also Son that is also Thing that is also something that (hasSex some OffSpring)'?,  False.
Can Child be considered a subcategory of 'Child that is also GrandMother that is also Male that is also OffSpring that is also Person that is also Son that is also Thing that is also something that (hasSex some OffSpring)'?,  False.
Can Person be considered a subcategory of 'Child that is also GrandMother that is also Male that is also OffSpring that is also Person that is also Son that is also Thing that is also something that (hasSex some OffSpring)'?,  False.
Can OffSpring be considered a subcategory of 'Child that is also GrandMother that is also Male that is also OffSpring that is also Person that is also Son that is also Thing that is also something that (hasSex some OffSpring)'?,  False.
Can Male be considered a subcategory of 'Child that is also GrandMother that is also Male that is also OffSpring that is also Person that is also Son that is also Thing that is also something that (hasSex some OffSpring)'?,  False.
Can Son be considered a subcategory of 'Child that is also GrandMother that is also Male that is also OffSpring that is also Person that is also Son that is also Thing that is also something that (hasSex some (OffSpring that is also Thing))'?,  False.
Can Son be considered a subcategory of 'Child that is also GrandMother that is also Male that is also OffSpring that is also Person that is also Son that is also Thing that is also something that (hasSex some (Child that is also OffSpring))'?,  False.
Can Son be considered a subcategory of 'Child that is also GrandMother that is also Male that is also OffSpring that is also Person that is also Son that is also Thing that is also something that (hasSex some (OffSpring that is also Person))'?,  False.
Can Son be considered a subcategory of 'Child that is also GrandMother that is also Male that is also OffSpring that is also Person that is also Son that is also Thing that is also something that (hasSex some (Male that is also OffSpring))'?,  False.
Can Child that is also Female that is also GrandMother that is also Male that is also OffSpring that is also Person that is also Son that is also Thing that is also something that (hasSex some OffSpring) be considered a subcategory of 'Child that is also Female that is also GrandMother that is also Male that is also OffSpring that is also Person that is also Son that is also Thing that is also something that (hasSex some OffSpring)'?,  False.
