Can Animal that is also Backbone be considered a subcategory of 'Carnivore'?,  False.
Water SubClassOf lives_in some Fish,  True.
Water SubClassOf Meat,  False.
Water SubClassOf Carnivore,  False.
Water SubClassOf Reptile,  False.
Water SubClassOf Vertebrate,  False.
Water SubClassOf Cat,  False.
Water SubClassOf Fish,  False.
Water SubClassOf Mammal,  False.
Water SubClassOf Elephant,  False.
Water SubClassOf Bird,  False.
Water SubClassOf Backbone,  False.
Water SubClassOf Wing,  False.
Egg SubClassOf lives_in some Fish,  False.
Meat SubClassOf lives_in some Fish,  False.
Meat and (lives_in some Fish) SubClassOf Meat and (lives_in some Fish),  False.
Water SubClassOf Water,  True.
Reptile SubClassOf Fish,  False.
Bird SubClassOf Fish,  False.
Water SubClassOf Meat and (lives_in some (Fish and Water)),  1
Meat and Thing and (lives_in some Fish) SubClassOf Meat and Thing and (lives_in some Fish),  False.
Carnivore and Meat and Thing and (lives_in some Fish) SubClassOf Carnivore and Meat and Thing and (lives_in some Fish),  True for
Water SubClassOf Carnivore and Meat and Thing and (lives_in some (Fish and Water)),  1
Carnivore and Meat and Water and Thing and (lives_in some Fish) SubClassOf Carnivore and Meat and Water and Thing and (lives_in some Fish),  The given
Cat SubClassOf eats some Water,  False.
Egg SubClassOf lives_in some Egg,  False.
eats some Herbivore SubClassOf Wing,  False.
Meat and Water SubClassOf Leg,  False.
Cat and Mammal SubClassOf Wing,  False.
Elephant and Reptile SubClassOf Leg,  False.
Meat and Reptile SubClassOf Wing,  False.
Herbivore SubClassOf lays some Water,  False.
Egg and Wing SubClassOf Water,  False.
Cat and Egg SubClassOf Water,  False.
eats some Reptile SubClassOf Egg,  False.
Carnivore and Mammal SubClassOf Wing,  False.
Backbone and Plant SubClassOf Wing,  False.
Carnivore and Herbivore SubClassOf Water,  False.
Meat and Reptile SubClassOf Egg,  False.
Herbivore and Reptile SubClassOf Egg,  False.
lays some Meat SubClassOf Plant,  False.
Cat and Egg SubClassOf Wing,  False.
has_part some Reptile SubClassOf Leg,  True.
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing SubClassOf Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing and (has_part some (Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Thing)),  Here are
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Thing SubClassOf Egg,  Here are
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Thing SubClassOf Water,  I cannot
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Thing SubClassOf Plant,  Here are
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Thing SubClassOf Fish,  Here are
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Thing SubClassOf Bird,  Here are
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Thing SubClassOf Wing,  Here are
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing and (has_part some Animal) and (has_part some (Backbone and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Thing)) SubClassOf Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing and (has_part some (Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Thing)),  Here are
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing and (has_part some Animal) and (has_part some (Backbone and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Thing)) SubClassOf Egg,  False.
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing and (has_part some (Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Thing)) SubClassOf Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing and (has_part some (Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Thing)),  True for
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing and (has_part some (Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Thing)) SubClassOf Egg,  False.
Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing and (has_part some (Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Thing)) SubClassOf Egg,  False.
Animal and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing and (has_part some (Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Thing)) SubClassOf Egg,  False.
Animal and Backbone and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing and (has_part some (Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Thing)) SubClassOf Egg,  False.
Animal and Backbone and Carnivore and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing and (has_part some (Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Thing)) SubClassOf Egg,  False.
Animal and Backbone and Carnivore and Cat and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing and (has_part some (Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Thing)) SubClassOf Egg,  False.
Animal and Backbone and Carnivore and Cat and Elephant and Mammal and Meat and Reptile and Vertebrate and Thing and (has_part some (Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Thing)) SubClassOf Egg,  False.
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Meat and Reptile and Vertebrate and Thing and (has_part some (Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Thing)) SubClassOf Egg,  False.
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Reptile and Vertebrate and Thing and (has_part some (Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Thing)) SubClassOf Egg,  False.
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Vertebrate and Thing and (has_part some (Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Thing)) SubClassOf Egg,  False.
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Thing and (has_part some (Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Thing)) SubClassOf Egg,  False.
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing and (has_part some (Backbone and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Thing)) SubClassOf Egg,  False.
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing and (has_part some (Animal and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Thing)) SubClassOf Egg,  False.
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing and (has_part some (Animal and Backbone and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Thing)) SubClassOf Egg,  False.
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing and (has_part some (Animal and Backbone and Carnivore and Elephant and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Thing)) SubClassOf Egg,  False.
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing and (has_part some (Animal and Backbone and Carnivore and Cat and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Thing)) SubClassOf Egg,  False.
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing and (has_part some (Animal and Backbone and Carnivore and Cat and Elephant and Leg and Mammal and Meat and Reptile and Vertebrate and Thing)) SubClassOf Egg,  False.
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing and (has_part some (Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing)) SubClassOf Egg,  False.
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing and (has_part some (Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Leg and Meat and Reptile and Vertebrate and Thing)) SubClassOf Egg,  False.
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing and (has_part some (Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Reptile and Vertebrate and Thing)) SubClassOf Egg,  False.
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing and (has_part some (Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Vertebrate and Thing)) SubClassOf Egg,  False.
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing and (has_part some (Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Reptile and Thing)) SubClassOf Egg,  False.
Animal and Vertebrate SubClassOf Plant,  False.
Elephant SubClassOf has_part some Plant,  False.
Animal and Elephant SubClassOf Wing,  False.
lives_in some Fish SubClassOf Plant,  False.
eats some Animal SubClassOf Wing,  False.
Cat and Plant SubClassOf Water,  False.
Animal and Mammal SubClassOf Leg,  False.
lays some Egg SubClassOf Plant,  False.
Egg and Fish SubClassOf Wing,  False.
has_part some Plant SubClassOf Cat,  False.
Bird SubClassOf Plant,  False.
Egg SubClassOf lays some Vertebrate,  True.
Egg and (lays some Vertebrate) SubClassOf Egg and (lays some Vertebrate),  True.
Plant SubClassOf Vertebrate,  False.
Egg SubClassOf Animal and Egg and (lays some Vertebrate),  False for
Egg SubClassOf Bird and Egg and (lays some Vertebrate),  True for
Egg SubClassOf Egg and (lays some (Egg and Vertebrate)),  True for
Egg SubClassOf Egg and (lays some (Animal and Vertebrate)),  True for
Egg SubClassOf Egg and (lays some (Bird and Vertebrate)),  True for
Egg and Meat and (lays some Vertebrate) SubClassOf Egg and Meat and (lays some Vertebrate),  False.
Animal SubClassOf Egg and Meat and (lays some Vertebrate),  False for
Bird SubClassOf Egg and Meat and (lays some Vertebrate),  Bird is
Animal and Bird and Carnivore and Cat and Egg and Meat and Reptile and Vertebrate and Thing and (eats some (Animal and Meat)) SubClassOf Animal and Bird and Carnivore and Cat and Egg and Meat and Reptile and Vertebrate and Thing and (eats some (Animal and Meat)) and (has_part some Egg) and (lays some Vertebrate),  Here are
Egg SubClassOf Animal and Bird and Carnivore and Cat and Egg and Meat and Reptile and Vertebrate and Thing and (eats some (Animal and Meat)) and (has_part some Egg) and (lays some (Egg and Vertebrate)),  Here are
Egg SubClassOf Animal and Bird and Carnivore and Cat and Egg and Meat and Reptile and Vertebrate and Thing and (eats some (Animal and Meat)) and (has_part some Egg) and (lays some (Animal and Vertebrate)),  Here are
Egg SubClassOf Animal and Bird and Carnivore and Cat and Egg and Meat and Reptile and Vertebrate and Thing and (eats some (Animal and Meat)) and (has_part some Egg) and (lays some (Bird and Vertebrate)),  Here are
Egg SubClassOf Animal and Bird and Carnivore and Cat and Egg and Meat and Reptile and Vertebrate and Thing and (eats some (Animal and Meat)) and (has_part some (Animal and Egg)) and (lays some Vertebrate),  Here are
Egg SubClassOf Animal and Bird and Carnivore and Cat and Egg and Meat and Reptile and Vertebrate and Thing and (eats some (Animal and Meat)) and (has_part some (Bird and Egg)) and (lays some Vertebrate),  Here are
Egg SubClassOf Animal and Bird and Carnivore and Cat and Egg and Meat and Reptile and Vertebrate and Thing and (eats some (Animal and Egg and Meat)) and (has_part some Egg) and (lays some Vertebrate),  Here are
Egg SubClassOf Animal and Bird and Carnivore and Cat and Egg and Meat and Reptile and Vertebrate and Thing and (eats some (Animal and Bird and Meat)) and (has_part some Egg) and (lays some Vertebrate),  Here are
Animal and Bird and Carnivore and Cat and Egg and Mammal and Meat and Reptile and Vertebrate and Thing and (eats some (Animal and Meat)) SubClassOf Animal and Bird and Carnivore and Cat and Egg and Mammal and Meat and Reptile and Vertebrate and Thing and (eats some (Animal and Meat)) and (has_part some Egg) and (lays some Vertebrate),  Here'
