Can Animal that is also Backbone be considered a subcategory of 'Carnivore'?, \nFalse
Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Meat and Plant and Reptile and Vertebrate and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Water, \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Plant and Reptile and Vertebrate and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Water, \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Water, \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Vertebrate and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Water, \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Water, \nTrue
Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Water, \nTrue
Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Thing and (has_part some (Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Water, \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Thing and (has_part some (Animal and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Water, \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Thing and (has_part some (Animal and Backbone and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Water, \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Thing and (has_part some (Animal and Backbone and Bird and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Water, \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Water, \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Water, \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Water, \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Water, \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Water, \nTrue
Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Water, \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Leg and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Water, \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Leg and Mammal and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Water, \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Leg and Mammal and Meat and Reptile and Vertebrate and Wing and Thing)) SubClassOf Water, \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Leg and Mammal and Meat and Plant and Vertebrate and Wing and Thing)) SubClassOf Water, \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Leg and Mammal and Meat and Plant and Reptile and Wing and Thing)) SubClassOf Water, \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Thing)) SubClassOf Water, \nHere
Carnivore SubClassOf eats some Carnivore, \nTrue
Egg SubClassOf eats some Carnivore, False
Meat SubClassOf eats some Carnivore, False
Egg and (eats some Carnivore) SubClassOf Egg and (eats some Carnivore), \nTrue
Carnivore SubClassOf Meat, False
Carnivore SubClassOf Water, \nFalse
Carnivore SubClassOf Animal and Egg and (eats some Carnivore), \nTrue
Carnivore SubClassOf Reptile, \nTrue
Carnivore SubClassOf Animal and Egg and Reptile and (eats some Carnivore), \nTrue
Carnivore SubClassOf Plant, False
Carnivore SubClassOf Vertebrate, \nTrue
Carnivore SubClassOf Animal and Egg and Reptile and Vertebrate and (eats some Carnivore), \nTrue
Carnivore SubClassOf Cat, False
Carnivore SubClassOf Mammal, \nTrue
Carnivore SubClassOf Animal and Egg and Mammal and Reptile and Vertebrate and (eats some Carnivore), \nTrue
Carnivore SubClassOf Herbivore, \nFalse
Carnivore SubClassOf Leg, False
Carnivore SubClassOf Elephant, \nFalse
Carnivore SubClassOf Bird, \nFalse
Carnivore SubClassOf Animal and Backbone and Egg and Mammal and Reptile and Vertebrate and (eats some Carnivore), \nHere
Carnivore SubClassOf Wing, False
Carnivore SubClassOf Egg, False
Carnivore SubClassOf Animal and Egg and Mammal and Reptile and Vertebrate and (eats some (Animal and Carnivore)), \nTrue
Carnivore SubClassOf Animal and Egg and Mammal and Reptile and Vertebrate and (eats some (Animal and Carnivore and Reptile)), \nTrue
Carnivore SubClassOf Animal and Egg and Mammal and Reptile and Vertebrate and (eats some (Animal and Carnivore and Reptile and Vertebrate)), \nTrue
Carnivore SubClassOf Animal and Egg and Mammal and Reptile and Vertebrate and (eats some (Animal and Carnivore and Mammal and Reptile and Vertebrate)), \nTrue
Carnivore SubClassOf Animal and Egg and Mammal and Reptile and Vertebrate and (eats some (Animal and Backbone and Carnivore and Mammal and Reptile and Vertebrate)), \nTrue
Animal and Egg and Mammal and Reptile and Vertebrate and Thing and (eats some (Animal and Backbone and Carnivore and Mammal and Reptile and Vertebrate)) SubClassOf Animal and Egg and Mammal and Reptile and Vertebrate and Thing and (eats some (Animal and Backbone and Carnivore and Mammal and Reptile and Vertebrate)), \nHere
Carnivore SubClassOf Carnivore, \nTrue
Reptile SubClassOf Carnivore, False
Reptile SubClassOf Animal and Egg and Mammal and Reptile and Vertebrate and Thing and (eats some (Animal and Backbone and Carnivore and Mammal and Reptile and Vertebrate)), \nHere
Mammal SubClassOf Animal and Egg and Mammal and Reptile and Vertebrate and Thing and (eats some (Animal and Backbone and Carnivore and Mammal and Reptile and Vertebrate)), \nHere
Animal and Egg and Mammal and Meat and Reptile and Vertebrate and Thing and (eats some (Animal and Backbone and Carnivore and Mammal and Reptile and Vertebrate)) SubClassOf Animal and Egg and Mammal and Meat and Reptile and Vertebrate and Thing and (eats some (Animal and Backbone and Carnivore and Mammal and Reptile and Vertebrate)), \nHere
Reptile SubClassOf Animal and Egg and Mammal and Meat and Reptile and Vertebrate and Thing and (eats some (Animal and Backbone and Carnivore and Mammal and Reptile and Vertebrate)), \nHere
Mammal SubClassOf Animal and Egg and Mammal and Meat and Reptile and Vertebrate and Thing and (eats some (Animal and Backbone and Carnivore and Mammal and Reptile and Vertebrate)), \nHere
Carnivore SubClassOf Animal and Backbone and Egg and Mammal and Meat and Reptile and Vertebrate and Thing and (eats some (Animal and Backbone and Carnivore and Mammal and Reptile and Vertebrate)), \nHere
Animal and Carnivore and Egg and Mammal and Meat and Reptile and Vertebrate and Thing and (eats some (Animal and Backbone and Carnivore and Mammal and Reptile and Vertebrate)) SubClassOf Animal and Carnivore and Egg and Mammal and Meat and Reptile and Vertebrate and Thing and (eats some (Animal and Backbone and Carnivore and Mammal and Reptile and Vertebrate)), \nHere
Reptile SubClassOf Animal and Carnivore and Egg and Mammal and Meat and Reptile and Vertebrate and Thing and (eats some (Animal and Backbone and Carnivore and Mammal and Reptile and Vertebrate)), \nHere
Mammal SubClassOf Animal and Carnivore and Egg and Mammal and Meat and Reptile and Vertebrate and Thing and (eats some (Animal and Backbone and Carnivore and Mammal and Reptile and Vertebrate)), \nHere
Vertebrate SubClassOf lives_in some Elephant, \nFalse
Elephant SubClassOf lays some Animal, \nTrue
Egg SubClassOf lays some Animal, False
Meat SubClassOf lays some Animal, \nTrue
Egg and (lays some Animal) SubClassOf Egg and (lays some Animal), \nFalse
Meat SubClassOf Meat, \nFalse
Animal SubClassOf Egg and (lays some Animal), \nTrue
Backbone SubClassOf Egg and (lays some Animal), \nTrue
Plant SubClassOf Egg and (lays some Animal), False
Mammal SubClassOf Egg and (lays some Animal), \nFalse
Backbone SubClassOf Backbone, \nTrue
Backbone SubClassOf Carnivore and Egg and (lays some Animal), \nTrue
Backbone SubClassOf Carnivore and Egg and Plant and (lays some Animal), \nTrue
Backbone SubClassOf Carnivore and Egg and Plant and Vertebrate and (lays some Animal), \nHere
Backbone SubClassOf Carnivore and Egg and Mammal and Plant and (lays some Animal), \nTrue
Backbone SubClassOf Carnivore and Egg and Mammal and Plant and Wing and (lays some Animal), \nTrue
Backbone SubClassOf Carnivore and Egg and Mammal and Plant and Wing and (lays some (Animal and Carnivore)), \nHere
Backbone SubClassOf Carnivore and Egg and Mammal and Plant and Wing and (lays some (Animal and Plant)), \nHere
Backbone SubClassOf Carnivore and Egg and Mammal and Plant and Wing and (lays some (Animal and Vertebrate)), \nTrue
Backbone SubClassOf Carnivore and Egg and Mammal and Plant and Wing and (lays some (Animal and Mammal and Vertebrate)), \nHere
Backbone SubClassOf Carnivore and Egg and Mammal and Plant and Wing and (lays some (Animal and Backbone and Vertebrate)), \nHere
Backbone SubClassOf Carnivore and Egg and Mammal and Plant and Wing and (lays some (Animal and Vertebrate and Wing)), \nHere
Carnivore and Egg and Mammal and Plant and Wing and Thing and (lays some (Animal and Vertebrate)) SubClassOf Carnivore and Egg and Mammal and Plant and Wing and Thing and (lays some (Animal and Vertebrate)), \nTrue
Carnivore and Egg and Mammal and Meat and Plant and Vertebrate and Wing and Thing and (lays some (Animal and Vertebrate)) SubClassOf Carnivore and Egg and Mammal and Meat and Plant and Vertebrate and Wing and Thing and (lays some (Animal and Vertebrate)), \nHere
Plant SubClassOf Carnivore and Egg and Mammal and Meat and Plant and Vertebrate and Wing and Thing and (lays some (Animal and Vertebrate)), \nHere
Mammal SubClassOf Carnivore and Egg and Mammal and Meat and Plant and Vertebrate and Wing and Thing and (lays some (Animal and Vertebrate)), \nHere
Backbone SubClassOf Carnivore and Egg and Mammal and Meat and Plant and Vertebrate and Wing and Thing and (lays some (Animal and Carnivore and Vertebrate)), \nHere
Backbone SubClassOf Carnivore and Egg and Mammal and Meat and Plant and Vertebrate and Wing and Thing and (lays some (Animal and Plant and Vertebrate)), \nHere
