Parent and Person SubClassOf Father,  False.
Can Thing that is also something that (hasSex some (Father that is also Male that is also Man that is also Parent that is also Person that is also Thing)) be considered a subcategory of 'Person'?,  False.
Can Thing that is also something that (hasSex some (Male that is also Man that is also Parent that is also Person that is also Thing)) be considered a subcategory of 'Person'?,  True,
Can Thing that is also something that (hasSex some (Man that is also Parent that is also Person that is also Thing)) be considered a subcategory of 'Person'?,  False.
Can Thing that is also something that (hasSex some (Male that is also Parent that is also Person that is also Thing)) be considered a subcategory of 'Person'?,  False.
Can Thing that is also something that (hasSex some (Male that is also Man that is also Person that is also Thing)) be considered a subcategory of 'Person'?,  False.
Can Thing that is also something that (hasSex some (Male that is also Man that is also Parent that is also Thing)) be considered a subcategory of 'Person'?,  True,
Can something that hasChild some Sex be considered a subcategory of 'Male'?,  False.
Can Person be considered a subcategory of 'something that hasSibling some Son'?,  False.
Can Man that is also Sister be considered a subcategory of 'Brother'?,  False.
Can Mother be considered a subcategory of 'something that hasParent some Sibling'?,  False.
Can OffSpring be considered a subcategory of 'something that hasSibling some Person'?,  False.
Can Person that is also Sex be considered a subcategory of 'Daughter'?,  False.
Can something that hasChild some Mother be considered a subcategory of 'Mother'?,  False.
Can GrandMother that is also OffSpring be considered a subcategory of 'Sex'?,  False.
Can Man that is also Parent be considered a subcategory of 'GrandParent'?,  False.
Can GrandFather that is also Sex be considered a subcategory of 'Woman'?,  False.
Can Man that is also Son be considered a subcategory of 'Female'?,  False.
Can Child that is also Male be considered a subcategory of 'Brother'?,  False.
Can something that hasParent some Parent be considered a subcategory of 'Mother'?,  False.
Can Son that is also Woman be considered a subcategory of 'Brother'?,  False.
Can Child that is also OffSpring be considered a subcategory of 'Father'?,  False.
Can Female that is also Sister be considered a subcategory of 'GrandFather'?,  False.
Can GrandFather that is also Man be considered a subcategory of 'GrandParent'?,  True,
Can Parent that is also Son be considered a subcategory of 'Sister'?,  False.
Can something that hasChild some Male be considered a subcategory of 'Sibling'?,  False.
Can Child that is also Sex be considered a subcategory of 'GrandFather'?,  False.
Can OffSpring that is also Parent be considered a subcategory of 'Female'?,  False.
Can something that hasParent some Sibling be considered a subcategory of 'Sibling'?,  False.
Can something that hasSibling some Female be considered a subcategory of 'Sibling'?,  False.
Can Son be considered a subcategory of 'something that hasParent some Daughter'?,  False.
Can Male be considered a subcategory of 'something that hasSibling some Daughter'?,  False.
Can something that hasParent some Parent be considered a subcategory of 'Male'?,  False.
Can GrandMother be considered a subcategory of 'something that hasParent some GrandMother'?,  False.
Can Father be considered a subcategory of 'something that hasParent some Sister'?,  False.
Can GrandMother that is also Male be considered a subcategory of 'Sister'?,  False.
Can something that hasSex some Daughter be considered a subcategory of 'Sister'?,  False.
Can Woman be considered a subcategory of 'something that hasChild some Father'?,  False.
Can Person be considered a subcategory of 'something that hasSibling some GrandFather'?,  False.
Can something that hasSibling some Sex be considered a subcategory of 'GrandMother'?,  False.
Can Brother that is also Sister be considered a subcategory of 'GrandMother'?,  False.
Can Male be considered a subcategory of 'something that hasParent some GrandFather'?,  False.
Can Parent that is also Woman be considered a subcategory of 'GrandParent'?,  False.
Can Man that is also Mother be considered a subcategory of 'Daughter'?,  False.
Can Person be considered a subcategory of 'something that hasSex some Sibling'?,  False.
Can something that hasSibling some Sibling be considered a subcategory of 'Man'?,  False.
Can Man that is also OffSpring be considered a subcategory of 'Brother'?,  False.
Can Daughter be considered a subcategory of 'something that hasChild some Sibling'?,  False.
Can Father that is also Man be considered a subcategory of 'Daughter'?,  False.
Can something that hasChild some Son be considered a subcategory of 'Sex'?,  False.
Can Brother that is also Father be considered a subcategory of 'Sex'?,  False.
Can GrandParent be considered a subcategory of 'something that hasSibling some GrandFather'?,  False.
Can Father that is also Sibling be considered a subcategory of 'Sex'?,  False.
Can Sex that is also Sister be considered a subcategory of 'GrandMother'?,  False.
Can Father that is also GrandFather be considered a subcategory of 'Sex'?,  False.
Can Daughter be considered a subcategory of 'something that hasSibling some GrandMother'?,  False.
Can something that hasParent some Son be considered a subcategory of 'Man'?,  False.
Can Person that is also Sibling be considered a subcategory of 'Sister'?,  False.
Can Father that is also Person be considered a subcategory of 'Mother'?,  False.
Can something that hasChild some Woman be considered a subcategory of 'Child'?,  False.
Can Sister be considered a subcategory of 'something that hasSibling some Son'?,  False.
Can Father that is also Sibling be considered a subcategory of 'Child'?,  False.
Can Father that is also Male be considered a subcategory of 'Daughter'?,  False.
Can Parent be considered a subcategory of 'something that hasSex some GrandMother'?,  False.
Can Sister be considered a subcategory of 'something that hasParent some Mother'?,  True,
Can GrandMother be considered a subcategory of 'something that hasParent some Mother'?,  True.
Can Thing that is also something that (hasParent some Mother) be considered a subcategory of 'Thing that is also something that (hasParent some Mother)'?,  False.
Can Thing be considered a subcategory of 'Thing that is also something that (hasParent some Mother)'?,  True,
Can Thing that is also something that (hasParent some (Mother that is also Thing)) be considered a subcategory of 'Thing that is also something that (hasParent some (Mother that is also Thing))'?,  False.
Can Thing be considered a subcategory of 'Mother that is also Thing'?,  False.
Can Son be considered a subcategory of 'Mother that is also Thing'?,  False.
Can Female be considered a subcategory of 'Mother that is also Thing'?,  False.
Can Father be considered a subcategory of 'Mother that is also Thing'?,  False.
Can Child be considered a subcategory of 'Mother that is also Thing'?,  False.
Can Person be considered a subcategory of 'Mother that is also Thing'?,  False.
Can Brother be considered a subcategory of 'Mother that is also Thing'?,  False.
Can Parent be considered a subcategory of 'Mother that is also Thing'?,  False.
Can Daughter be considered a subcategory of 'Mother that is also Thing'?,  False.
Can Man be considered a subcategory of 'Mother that is also Thing'?,  False.
Can GrandParent be considered a subcategory of 'Mother that is also Thing'?,  False.
